key,tr,en,ko,ar,zh-CN,zh-TW,ja,de,fr,es,it,nl,pt,vi,ru,id,th
howToBuy.c2,"$GOCAR token'larıyla takas yapmak için cüzdanına ETH, SOL, BNB veya USDT yükle.
Gas ücretlerini ödemek için biraz ekstra ETH, SOL veya BNB göndermeyi unutma.","Load ETH, SOL, BNB, or USDT to your wallet to swap for $GOCAR tokens. Send a little extra ETH, SOL or BNB to pay for gas fees.","ETH, SOL, BNB 또는 USDT를 지갑에 충전하여 $GOCAR 토큰으로 교환하세요. 거래 수수료(가스비)를 위해 약간의 ETH, SOL 또는 BNB를 추가로 충전하는 것이 좋습니다.",قم بشحن محفظتك بـ ETH أو SOL أو BNB أو USDT لتتمكن من استبدالها برموز $GOCAR. أرسل كمية إضافية من ETH أو SOL أو BNB لتغطية رسوم الغاز.,向您的钱包充值 ETH、SOL、BNB 或 USDT，以兑换 $GOCAR 代币。同时建议可额外充值一些 ETH、SOL 或 BNB 以支付交易手续费。,向您的錢包充值 ETH、SOL、BNB 或 USDT，以兌換 $GOCAR 代幣。同時建議可額外充值一些 ETH、SOL 或 BNB 以支付交易手續費。,ETH、SOL、BNB、または USDT をウォレットにチャージして、$GOCAR トークン と交換しましょう。取引手数料（ガス代）があるため、少々多めに ETH、SOL、または BNB をチャージすることをお勧めします。,"Lade ETH, SOL, BNB oder USDT in dein Wallet, um sie gegen $GOCAR-Token zu tauschen. Sende etwas zusätzliches ETH, SOL oder BNB, um die Gasgebühren zu decken.","Chargez ETH, SOL, BNB ou USDT dans votre portefeuille pour échanger contre des tokens $GOCAR. Envoyez un peu plus de ETH, SOL ou BNB pour payer les frais de transaction.","Cargar ETH, SOL, BNB o USDT en tu monedero para intercambiarlos por tokens $GOCAR. Envía un poco más de ETH, SOL o BNB para cubrir las tarifas de transacción.","Carica ETH, SOL, BNB o USDT nel tuo portafoglio per scambiare i gettoni di $GOCAR. Invia un altro po' di ETH, SOL o BNB per pagare le spese di gas. ","Laad ETH, SOL, BNB of USDT in je wallet om $GOCAR-tokens te kopen. Stuur een beetje extra ETH, SOL of BNB om gas fees te betalen.","Carregue ETH, SOL, BNB ou USDT na sua carteira para trocar por tokens $GOCAR. Envie um pouco mais de ETH, SOL ou BNB para cobrir as taxas de gas.","Nạp ETH, SOL, BNB, hoặc USDT vào ví của bạn để đổi lấy token $GOCAR. Gửi thêm một chút ETH, SOL hoặc BNB để thanh toán phí gas.","Загрузите ETH, SOL, BNB или USDT в свой кошелек, чтобы обменять на токены $GOCAR. Отправьте немного больше ETH, SOL или BNB для оплаты газовых комиссий.

"," Muat ETH, SOL, BNB, atau USDT ke dalam dompet Anda untuk ditukar dengan token $GOCAR. Kirim sedikit lebih banyak ETH, SOL, atau BNB untuk membayar biaya gas.","เติม ETH, SOL, BNB, หรือ USDT เข้าไปในกระเป๋าเงินของคุณเพื่อแลกเป็นโทเคน $GOCAR ส่ง ETH, SOL หรือ BNB เกินมาเล็กน้อยสำหรับใช้จ่ายค่าธรรมเนียมแก๊ส"
howToBuy.d1,Satın Al & Stake Et,"Buy & Stake

","구매 & 스테이킹
",شراء وتخزين,购买 & 质押,"購買 & 質押
","購入 & ステーキング
","Kaufen & Staken




",Acheter & Staker,Comprar y Stakear,Acquisti e scommesse,Kopen & Staken,Comprar & Fazer Staking,"Mua & Cọc

",Купите и делайте ставки,Beli & Stake,ซื้อและสเตค
howToBuy.d2,$GOCAR satın almak için cüzdanınızı siteye bağlayın. Ödeme yöntemini ve satın almak istediğiniz miktarı seçin. İşlemi onaylayın. Harika ödüller kazanmak istiyorsanız $GOCAR'ınızı stake edin!,"To purchase $GOCAR, connect your wallet to the site. Select payment method and amount to buy. Confirm the transaction. Stake your $GOCAR if you want that sweet rewards!","$GOCAR을 구매하려면 지갑을 사이트에 연결하세요. 결제 방법과 구매 금액을 선택한 후 거래를 확인하세요.
더 높은 보상 혜택을 원한다면 $GOCAR을 스테이킹하세요!

",لشراء $GOCAR، قم بتوصيل محفظتك بالموقع. اختر طريقة الدفع والمبلغ المراد شراؤه. أكد المعاملة. قم بتخزين $GOCAR الخاص بك إذا كنت تريد مكافآت رائعة!,"要购买 $GOCAR，请将钱包连接到网站。选择支付方式和购买金额后，请确认交易内容。
如果想获得更多的 APY 福利，请质押 $GOCAR！","要購買 $GOCAR，請將錢包連接到網站。選擇支付方式和購買金額後，請確認交易內容。
如果想獲得更多的APY福利，請質押 $GOCAR！

","$GOCAR を購入するには、ウォレットをサイトに接続してください。支払い方法と購入金額を選択し、取引を確認してください。
より高い報酬を得たい場合は、$GOCAR をステーキングしましょう！","Um $GOCAR zu kaufen, verbinde deine Wallet mit der Website. Wähle die Zahlungsmethode und den gewünschten Betrag aus. Bestätige die Transaktion. Stake dein $GOCAR, wenn du dir tolle Belohnungen sichern möchtest! ","Pour acheter des $GOCAR, connectez votre portefeuille au site. Sélectionnez le mode de paiement et le montant à acheter. Confirmez la transaction. Mettez en staking vos $GOCAR pour obtenir de belles récompenses !
","Para comprar $GOCAR, conecta tu billetera al sitio web. Selecciona el método de pago y la cantidad a comprar. Confirma la transacción. ¡Apuesta tu $GOCAR si quieres obtener grandes recompensas!","Per acquistare $GOCAR, collega il tuo portafoglio al sito. Seleziona il metodo di pagamento e l'importo da acquistare. Conferma la transazione escommetti i tuoi $GOCAR se vuoi ottenere una dolce ricompensa!","Om $GOCAR te kopen, verbind je je wallet met de site. Kies een betaalmethode en het bedrag dat je wilt kopen. Bevestig de transactie. Stake je $GOCAR als je beloningen wilt verdienen!","Para comprar $GOCAR, conecte sua carteira ao site. Escolha o método de pagamento e o valor a ser comprado. Confirme a transação. Faça staking do seu $GOCAR para ganhar recompensas incríveis!","Để mua $GOCAR, bạn cần kết nối ví của bạn với trang web. Chọn phương thức thanh toán và số lượng muốn mua. Xác nhận giao dịch. Hãy cọc $GOCAR của bạn để nhận phần thưởng hấp dẫn!","Чтобы купить $GOCAR, подключите свой кошелек к сайту. Выберите способ оплаты и сумму покупки. Подтвердите транзакцию. Делайте ставки со своими $GOCAR, если хотите получать крутые награды!","Untuk membeli $GOCAR, hubungkan dompet Anda ke situs web. Pilih metode pembayaran dan jumlah yang ingin dibeli. Konfirmasi transaksi. Staking $GOCAR Anda untuk mendapatkan reward menarik!",สามารถซื้อ $GOCAR ได้โดยเชื่อมต่อกระเป๋าเงินของคุณกับเว็บไซต์ เลือกวิธีการชำระเงินและจำนวนที่ต้องการซื้อ จากนั้นยืนยันการทำธุรกรรม เดิมพัน $GOCAR ของคุณเพื่อรับรางวัลสุดพิเศษ!
howToBuy.e1,Toplam Token Arzı,"Token Supply 
","총 토큰 공급량
",توريد الرمز,"代币总供应量
","代幣總供應量
",総トークン供給量,"Token-Angebot
","Offre de tokens
",Suministro de tokens,Fornitura di gettoni ,Token Supply,Fornecimento Total de Tokens,Tổng Cung Token,Объем токенов,Pasokan Token,ปริมาณของ Token
howToBuy.e2,40.000.000.000 $GOCAR,"40,000,000,000 $GOCAR ","40,000,000,000 $GOCAR","٤٠,٠٠٠,٠٠٠,٠٠٠ $GOCAR","40,000,000,000 $GOCAR","40,000,000,000 $GOCAR","40,000,000,000 $GOCAR",40.000.000.000 $GOCAR,40 000 000 000 $GOCAR,"40,000,000,000 $GOCAR",40.000.000.000.000 $GOCAR ,40.000.000.000 $GOCAR,40.000.000.000 $GOCAR,40.000.000.000 $GOCAR,"40,000,000,000 $GOCAR","40,000,000,000 $GOCAR","40,000,000,000 $GOCAR"
howToBuy.f1,"Baba, Bitcoin eski moda... $GOCAR yeni altın!","
Dad, Bitcoin is old news... $GOCAR is the new gold!","아빠, 비트코인은 늦었어요... $GOCAR 가 새로운 금이라고요! 
",أبي، البيتكوين خبر قديم... $GOCAR هو الذهب الجديد!,爸爸，比特币已经过时了…… $GOCAR 才是新的黄金！,爸爸，比特幣已經過時了…… $GOCAR 才是新的黃金！,お父さん、ビットコインは遅すぎるよ… $GOCAR が新しいお金だよ！,"Papa, Bitcoin ist von gestern... $GOCAR ist das neue Gold!","Papa, Bitcoin, c'est du passé... $GOCAR est le nouvel or !","Papá, Bitcoin es cosa del pasado... $GOCAR es el nuevo oro.","Papà, il Bitcoin è una notizia vecchia.... GOCAR è il nuovo oro!","Papa, Bitcoin is verleden tijd... $GOCAR is het nieuwe goud!","Pai, Bitcoin é coisa do passado... $GOCAR é o novo ouro!","Bố ơi, Bitcoin là xưa rồi... $GOCAR là mỏ vàng mới!","Папа, Биткоин – это прошлый век... $GOCAR – новое золото!","Ayah, Bitcoin sudah ketinggalan zaman... $GOCAR adalah emas baru!",พ่อๆ บิตคอยน์มันเชยไปแล้ว... $GOCAR นี่ละคือทองคำใหม่!
referral.a1,DAVET ETTİKLERİM,MY INVITED ,내가 초대한 사람,مدعوّيَّ,我的邀请,"我的邀請
",私が招待した人,MEINE EINLADUNGEN,MES INVITÉS,MIS INVITADOS,"I MIEI OSPITI 
",MIJN UITGENODIGDEN,MEUS CONVIDADOS,CÁC MỐI QUAN HỆ CỦA TÔI,"МОИ ПРИГЛАШЁННЫЕ
",UNDANGAN SAYA,"คนที่แนะนำ
"
referral.a2,Referans kodu oluştur,Generate referral code ,추천 코드 생성,إنشاء رمز الإحالة,生成推荐码," 生成推薦碼
",推薦コードを生成,Referral-Code erstellen,Générer le code de parrainage,Generar código de referido,Genera il codice di riferimento,Genereer de referentiecode,Gerar código de indicação,Tạo mã giới thiệu,Создать реферальный код,Buat kode referal,สร้างรหัสการแนะนำ
referral.a3,Cüzdanı Bağla ,Connect Wallet ,지갑 연결,توصيل المحفظة,连接钱包,連接錢包,ウォレットを接続,Wallet verbinden,"Connecter le portefeuille
",Conectar monedero,Collega il portafoglio ,Verbind wallet,Conectar Carteira,Liên kết ví,Подключить кошелек, Hubungkan Dompet,เชื่อมต่อกระเป๋าเงิน
referral.b1,ARKADAŞLARINI DAVET ET VE %5 KAZAN!,"INVITE YOUR FRIENDS AND EARN 5%
",친구를 초대하고 5% 보상 받으세요,ادعُ أصدقائك واربح ٥٪,邀请你的朋友并赚取 5% 奖励,邀請你的朋友並賺取5%獎勵,達を招待して 5% の報酬を受け取ろう,LADE DEINE FREUNDE EIN UND VERDIENE 5%,INVITEZ VOS AMIS ET GAGNEZ 5%,INVITA A TUS AMIGOS Y GANA UN 5%,"INVITA I TUOI AMICI E GUADAGNA IL 5%.
",Nodig je vrienden uit en verdien 5%,CONVIDE SEUS AMIGOS E GANHE 5%!,MỜI BẠN BÈ VÀ KIẾM 5%,ПРИГЛАШАЙТЕ ДРУЗЕЙ И ЗАРАБАТЫВАЙТЕ 5%,UNDANG TEMAN-TEMANMU DAN DAPATKAN 5%,แนะนำเพื่อนแล้วรับไปเลย 5%
referral.c1,$GOCAR Lansmanından Sonra,After Launch in $GOCAR ,$GOCAR 출시 후,بعد الإطلاق في $GOCAR,在 $GOCAR 上市后,在 $GOCAR 上市後,$GOCAR 発売後,Nach dem Launch in $GOCAR,Après le lancement de $GOCAR,Después del lanzamiento de $GOCAR,Dopo il lancio in $GOCAR ,Na de lancering in $GOCAR,Após o Lançamento do $GOCAR,SAU KHI RA MẮT $GOCAR,После запуска в $GOCAR,Setelah Peluncuran di $GOCAR,หลังจากการเปิดตัวใน $GOCAR
roadmap.a1,GOCAR Yol Haritası,GOCAR Roadmap,GOCAR 로드맵,خريطة طريق GOCAR,GOCAR 发展规划,GOCAR發展規劃,GOCAR ロードマップ,GOCAR Roadmap,Roadmap de GOCAR,Hoja de ruta de GOCAR,Tabella di marcia di GOCAR,GOCAR Roadmap,Roteiro GOCAR,Lộ Trình GOCAR,Дорожная карта GOCAR,Peta Jalan GOCAR,แผนงานของ GOCAR
roadmap.b1,Aşama 1: Denetim & Halka Açık Ön Satış,Phase 1 : Audit & Presale,1단계: 감사 & 프리세일,المرحلة ١: التدقيق والبيع المسبق العام,第 1 阶段：审计 & 公开预售,"第 1 階段：審計 & 公開預售
","第1段階: 監査 & パブリックプリセール
","Phase 1: Audit & öffentlicher Presale
",Phase 1 : Audit & Prévente publique,Fase 1: Auditoría y Preventa Pública,Fase 1: Audit e prevendita,Fase 1: Audit & Voorverkoop,Fase 1: Auditoria & Pré-venda Pública,Giai Đoạn 1: Kiểm Toán & Mở Đợt Mua Trước,Этап 1: Аудит и публичная предпродажа,Fase 1: Audit & Presale Publik,ระยะที่ 1: การตรวจสอบและรอบพรีเซลล์
roadmap.b2,Token'in bütünlüğünü bir denetimle sağlayacağız ve küresel bir pazarlama kampanyasıyla $GOCAR'ı dünya çapındaki Guardians'lara tanıtacağız.,We will ensure the integrity of the token through an audit and promote $GOCAR to Guardians worldwide with a global marketing campaign.,"우리는 감사를 통해 토큰의 신뢰성과 안전성을 확보하고, 글로벌 마케팅 캠페인을 통해 전 세계 가디언들에게 $GOCAR을 홍보할 것입니다.",سوف نضمن نزاهة الرمز من خلال التدقيق، ونعمل على الترويج لـ GOCAR عالميًا لجذب الحراس في جميع أنحاء العالم عبر حملة تسويقية عالمية.,我们将通过审计确保代币的可靠性与安全性，并通过全球营销活动向全世界的守护者推广 $GOCAR。,我們將通過審計確保代幣的可靠性與安全性，並通過全球行銷活動向全世界的守護者推廣$GOCAR。,私たちは監査を通じてトークンの信頼性と安全性を確保し、グローバルマーケティングキャンペーンを通じて世界中のガーディアンに**$GOCAR**を宣伝します。,Wir werden die Integrität des Tokens durch ein Audit sicherstellen und $GOCAR mit einer globalen Marketingkampagne weltweit bei den Guardians bekannt machen.,Nous garantirons l'intégrité du token grâce à un audit et promouvoirons $GOCAR auprès des Guardians du monde entier avec une campagne marketing mondiale.,Garantizaremos la integridad del token mediante una auditoría y promoveremos $GOCAR entre los Guardians de todo el mundo con una campaña de marketing global.,Garantiremo l'integrità del token attraverso un audit e promuoveremo $GOCAR ai Guardiani di tutto il mondo con una campagna di marketing globale.,We zullen de integriteit van de token waarborgen via een audit en $GOCAR wereldwijd promoten met een wereldwijde marketingcampagne.,Garantiremos a integridade do token por meio de uma auditoria e promoveremos $GOCAR para Guardians em todo o mundo com uma campanha de marketing global.,Chúng tôi sẽ đảm bảo tính toàn vẹn của token bằng việc kiểm toán và quảng bá $GOCAR đến các Vệ Binh trên toàn thế giới với một chiến dịch tiếp thị toàn cầu.,Мы обеспечим надежность токена через аудит и продвинем $GOCAR среди Guardians по всему миру с помощью глобальной маркетинговой кампании.,Kami akan memastikan integritas token melalui audit dan mempromosikan $GOCAR kepada Guardians di seluruh dunia melalui kampanye pemasaran global.,มั่นใจในความถูกต้องของโทเคนผ่านการตรวจสอบที่รัดกุม และโปรโมท $GOCAR ให้กับเหล่า Guardians ทั่วโลกด้วยแคมเปญการตลาดระดับโลก
roadmap.c1,Faz 2: Hizmet Lansmanı,"Phase 2 : Service Launch 

","2단계: 서비스 출시

",المرحلة 2: إطلاق الخدمة,第 2 阶段：服务上架,"第 2 階段：服務上架
","第2段階: サービスの開始
","Phase 2: Serviceeinführung
","Phase 2 : Lancement du service

",Fase 2: Lanzamiento del servicio,Fase 2: lancio del servizio ,Fase 2: Lancering van diensten,Fase 2: Lançamento do serviço,Giai đoạn 2: Ra mắt dịch vụ,Этап 2: Запуск сервиса,"Fase 2: Peluncuran Layanan



",ระยะที่ 2: เปิดตัวบริการต่างๆ
roadmap.c2,Bu sadece başka bir meme projesi değil. $GOCAR ekosisteminin gerçek bir etki yaratması ve uzun vadeli sürdürülebilirliğini artırması için aşağıdaki hizmetleri başlatıyoruz,This is not just another meme project. We are launching the following services to make a real impact and enhance the long-term sustainability of the $GOCAR ecosystem,"이것은 단순한 밈 프로젝트가 아닙니다. 우리는 $GOCAR 생태계의 실질적인 영향을 강화하고 장기적인 지속 가능성을 높이기 위해 다음과 같은 서비스를 출시합니다

",هذا ليس مجرد مشروع ميم آخر. نحن نطلق الخدمات التالية لإحداث تأثير حقيقي وتعزيز الاستدامة طويلة المدى لنظام $GOCAR البيئي:,"这不只是一项单纯的迷因项目。我们将推出以下服务，以对 $GOCAR 生态系统产生实质影响并促进其快速成长
","這不只是一項單純的迷因項目。我們將推出以下服務，以對$GOCAR生態系統產生實質影響並促進其快速成長
",これは単なるミームプロジェクトではありません。私たちは**$GOCAR**エコシステムに実質的な影響を与え、爆発的な成長を促進するために以下のサービスを開始します,"Dies ist nicht nur ein weiteres Meme-Projekt. Wir führen die folgenden Dienste ein, um einen echten Einfluss zu schaffen und die langfristige Nachhaltigkeit des $GOCAR-Ökosystems zu stärken",Ce n'est pas juste un autre projet basé sur un mème. Nous lançons les services suivants pour avoir un réel impact et renforcer la durabilité à long terme de l'écosystème $GOCAR ,Este no es solo otro proyecto de memes. Estamos lanzando los siguientes servicios para generar un impacto real y mejorar la sostenibilidad a largo plazo del ecosistema $GOCAR,"Questo non è solo un altro progetto meme. Stiamo lanciando i seguenti servizi per avere un impatto reale e migliorare la sostenibilità a lungo termine dell'ecosistema $GOCAR
",Dit is niet zomaar een meme-project. We lanceren de volgende diensten om een echte impact te maken en de duurzaamheid van het $GOCAR-ecosysteem te versterken,Este não é apenas mais um projeto meme. Estamos lançando os seguintes serviços para causar um impacto real e aumentar a sustentabilidade a longo prazo do ecossistema $GOCAR,Đây không chỉ là một dự án meme thông thường. Chúng tôi đang triển khai các dịch vụ sau để tạo ra tác động thực sự và nâng cao tính bền vững lâu dài của hệ sinh thái $GOCAR,"Это не просто еще один мем-проект. Мы запускаем следующие сервисы, чтобы создать реальное влияние и повысить долгосрочную устойчивость экосистемы $GOCAR

",Ini bukan hanya proyek meme biasa. Kami meluncurkan layanan berikut untuk memberikan dampak nyata dan meningkatkan keberlanjutan jangka panjang ekosistem $GOCAR,นี่ไม่ใช่แค่โปรเจกต์มีมธรรมดาทั่วไป เพื่อเป็นการเพิ่มความยั่งยืนในระยะยาวของระบบนิเวศ $GOCAR เราจึงได้เปิดตัวบริการต่าง ๆ ได้แก่
